id,marca,modelo,precio,almacenamiento,tipo_almacenamiento,ram,procesador,generacion_procesador,estado,tienda,anio,sistema_operativo,pantalla,tipo,rating,stock
1815,Lenovo,ThinkBook,1089.18,1024,HDD,8,Intel i7-501,5,Nuevo,Newegg,2020,Windows,18.0,All-in-One,4.7,50
1816,Apple,Mac Studio,403.07,512,SSD,16,Intel i7-461,4,Usado,B&H,2019,macOS,12.0,Laptop,,8
1817,Samsung,Galaxy Book Pro,356.76,256,SSD,4,Intel i9-111,1,Usado,Amazon,2016,Windows,26.4,Laptop,3.5,9
1818,Toshiba,Tecra,559.51,1024,SSD,16,Intel i7-769,7,Nuevo,Target,2022,Windows,15.6,Laptop,4.5,9
1819,Apple,MacBook Pro,886.55,4096,SSD,8,Intel i9-104,1,Usado,Newegg,2016,macOS,,Desktop,3.1,9
1820,LG,UltraFine,1097.55,256,SSD,8,Intel i5-186,1,Nuevo,BestBuy,2016,Windows,14.5,Laptop,4.9,46
1821,Toshiba,Satellite,607.47,1024,SSD,16,Intel i7-191,1,Nuevo,Amazon,2016,Linux,24.7,Laptop,4.1,36
1822,Dell,Latitude,700.02,128,SSD,4,AMD Ryzen 5 1xxx,1,Usado,Newegg,2016,Windows,,Desktop,4.9,5
1823,Samsung,Galaxy Book Pro,797.15,256,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,Frys,2021,Windows,,Desktop,4.4,41
1824,MSI,Raider,960.77,1024,HDD,4,AMD Ryzen 7 3xxx,3,Nuevo,Amazon,2018,Windows,21.7,All-in-One,3.1,49
1825,Toshiba,Tecra,505.57,512,SSD,8,AMD Ryzen 7 0xxx,0,Usado,BestBuy,2015,Windows,15.5,Laptop,4.7,7
1826,Microsoft,Surface Pro,1472.92,1024,HDD,16,Intel i7-266,2,Nuevo,BestBuy,2017,macOS,24.9,Laptop,,41
1827,Apple,Mac Studio,1114.7,256,SSD,16,Intel i9-699,6,Nuevo,Frys,2021,macOS,25.1,Laptop,4.1,12
1828,Samsung,Galaxy Book Flex,835.58,1024,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Newegg,2017,macOS,16.4,Laptop,3.6,7
1829,Lenovo,ThinkCentre,889.56,4096,SSD,16,AMD Ryzen 5 1xxx,1,Certificado,Target,2016,Windows,14.3,Laptop,3.4,10
1830,LG,Gram,1446.05,128,SSD,16,Intel i9-239,2,Nuevo,Target,2017,Windows,,Desktop,4.5,45
1831,Asus,ZenBook,337.47,512,HDD,8,Intel i9-656,6,Usado,Frys,2021,Windows,16.7,Laptop,4.0,2
1832,Toshiba,Tecra,882.4,256,HDD,8,AMD Ryzen 7 4xxx,4,Nuevo,Amazon,2019,Windows,12.9,Laptop,4.8,12
1833,Microsoft,Surface Laptop,1050.73,1024,HDD,8,AMD Ryzen 9 1xxx,1,Nuevo,MicroCenter,2016,Windows,15.1,Laptop,4.0,15
1834,Microsoft,Surface Studio,1137.1,256,HDD,8,Intel i7-380,3,Nuevo,B&H,2018,Windows,20.1,Laptop,4.6,1
1835,Apple,MacBook Pro,1379.6,4096,SSD,8,Intel i5-28,0,Nuevo,Target,2015,macOS,,Desktop,3.5,8
1836,Toshiba,Satellite,533.86,512,SSD,16,Intel i9-741,7,Usado,Frys,2022,Windows,,Desktop,3.1,10
1837,Samsung,Galaxy Book,568.49,256,HDD,32,Intel i5-630,6,Usado,MicroCenter,2021,macOS,,Desktop,3.4,8
1838,MSI,Stealth,1376.85,512,SSD,16,Intel i9-15,0,Nuevo,MicroCenter,2015,macOS,16.7,Laptop,4.5,27
1839,Samsung,Galaxy Book Pro,825.79,1024,SSD,32,Intel i7-455,4,Nuevo,Newegg,2019,Windows,11.1,Laptop,,26
1840,Toshiba,Portege,702.51,256,SSD,16,AMD Ryzen 7 1xxx,1,Nuevo,Newegg,2016,Windows,,Desktop,4.4,35
1841,Lenovo,Yoga,538.7,1024,SSD,16,AMD Ryzen 5 6xxx,6,Usado,Frys,2021,Windows,26.1,Laptop,4.4,5
1842,LG,UltraFine,1008.4,256,SSD,32,Intel i9-538,5,Certificado,MicroCenter,2020,Windows,15.6,All-in-One,4.8,4
1843,Acer,ConceptD,745.49,2048,HDD,8,AMD Ryzen 9 5xxx,5,Usado,Frys,2020,macOS,,Desktop,4.1,9
1844,Dell,Precision,678.68,2048,SSD,16,Intel i7-312,3,Nuevo,Amazon,2018,Windows,25.1,Laptop,3.1,33
1845,MSI,Stealth,2049.9,2048,SSD,16,Intel i5-853,8,Nuevo,Amazon,2023,Windows,15.1,All-in-One,4.3,6
1846,Samsung,Galaxy Book Flex,730.58,512,SSD,16,AMD Ryzen 7 3xxx,3,Nuevo,Walmart,2018,Sin SO,,Desktop,4.8,41
1847,Acer,ConceptD,490.59,4096,SSD,32,Intel i7-200,2,Certificado,BestBuy,2017,Windows,12.9,Laptop,3.5,6
1848,Dell,XPS 15,678.75,128,SSD,16,Intel i9-174,1,Usado,BestBuy,2016,Windows,,Desktop,3.0,9
1849,Microsoft,Surface Studio,1178.02,512,SSD,16,Intel i7-397,3,Nuevo,Newegg,2018,Sin SO,,Desktop,,0
1850,Lenovo,ThinkBook,425.73,4096,SSD,32,Intel i5-767,7,Usado,Target,2022,Linux,,Desktop,4.6,10
1851,Lenovo,Yoga,538.48,128,SSD,32,AMD Ryzen 9 0xxx,0,Usado,MicroCenter,2015,Windows,,Desktop,4.0,5
1852,Razer,Blade Pro,2443.71,512,HDD,16,AMD Ryzen 7 6xxx,6,Nuevo,B&H,2021,Windows,17.8,Laptop,4.4,5
1853,Samsung,Galaxy Book Flex,1028.89,512,SSD,16,AMD Ryzen 5 2xxx,2,Nuevo,Walmart,2017,Windows,,Desktop,3.1,27
1854,HP,Omen,643.15,1024,SSD,32,AMD Ryzen 7 3xxx,3,Nuevo,Frys,2018,Windows,25.6,Laptop,5.0,29
1855,Asus,ZenBook,743.87,512,HDD,8,Intel i9-661,6,Nuevo,B&H,2021,Windows,19.9,Laptop,4.3,37
1856,Apple,MacBook Air,959.37,2048,SSD,32,AMD Ryzen 7 5xxx,5,Usado,Target,2020,macOS,26.9,Laptop,4.1,6
1857,Toshiba,Tecra,392.08,256,SSD,32,AMD Ryzen 9 2xxx,2,Usado,Newegg,2017,Windows,,Desktop,3.1,4
1858,Toshiba,Tecra,387.33,256,SSD,8,Intel i5-95,0,Nuevo,Frys,2015,Windows,14.7,Laptop,4.4,40
1859,LG,UltraFine,1093.01,512,SSD,8,AMD Ryzen 7 8xxx,8,Nuevo,BestBuy,2023,Windows,12.6,Laptop,4.4,40
1860,Acer,ConceptD,680.53,1024,SSD,32,Intel i7-137,1,Nuevo,B&H,2016,macOS,15.8,Laptop,3.3,23
1861,MSI,Creator,1353.4,512,HDD,8,AMD Ryzen 7 3xxx,3,Nuevo,Walmart,2018,Windows,20.6,All-in-One,3.7,13
1862,Asus,ProArt,800.24,512,SSD,8,Intel i9-259,2,Nuevo,Walmart,2017,macOS,17.0,Laptop,3.2,32
1863,Acer,Spin,815.38,1024,SSD,8,AMD Ryzen 7 6xxx,6,Usado,Target,2021,Linux,,Desktop,4.3,1
1864,Microsoft,Surface Book,1542.89,512,SSD,32,Intel i9-354,3,Nuevo,Walmart,2018,Windows,22.6,Laptop,,46
1865,Apple,MacBook Pro,1353.79,2048,SSD,8,AMD Ryzen 9 8xxx,8,Nuevo,Target,2023,macOS,21.8,Laptop,4.1,26
1866,Lenovo,ThinkCentre,515.56,256,SSD,8,Intel i7-446,4,Usado,Target,2019,macOS,,Desktop,3.9,9
1867,MSI,Raider,356.29,1024,SSD,32,Intel i7-85,0,Usado,Target,2015,Windows,,Desktop,4.5,8
1868,Lenovo,ThinkBook,330.42,512,HDD,8,Intel i7-285,2,Usado,Target,2017,Windows,13.0,Laptop,3.6,9
1869,Microsoft,Surface Book,1167.11,2048,HDD,8,Intel i7-99,0,Nuevo,Walmart,2015,macOS,20.8,Laptop,3.6,30
1870,Microsoft,Surface Laptop,1060.44,2048,HDD,32,Intel i9-46,0,Nuevo,Amazon,2015,Windows,18.9,Laptop,3.5,27
1871,Samsung,Galaxy Book Pro,984.99,4096,SSD,16,Intel i9-498,4,Usado,B&H,2019,Windows,11.5,All-in-One,3.9,2
1872,Razer,Blade 15,1384.04,512,SSD,32,Intel i5-756,7,Usado,MicroCenter,2022,Windows,11.7,Laptop,4.0,10
1873,Lenovo,ThinkCentre,300.5,256,SSD,16,Intel i9-49,0,Usado,MicroCenter,2015,Windows,,Desktop,3.5,4
1874,Asus,VivoBook,730.86,256,SSD,8,AMD Ryzen 7 5xxx,5,Nuevo,Target,2020,Windows,18.2,Laptop,,34
1875,Apple,MacBook Pro,1741.04,256,SSD,32,Intel i5-527,5,Nuevo,Frys,2020,macOS,18.1,Laptop,4.5,37
1876,Dell,Precision,873.2,256,SSD,64,AMD Ryzen 9 1xxx,1,Nuevo,Target,2016,macOS,19.8,All-in-One,4.0,44
1877,Dell,Precision,263.32,512,HDD,8,AMD Ryzen 9 0xxx,0,Usado,Target,2015,macOS,,Desktop,,4
1878,Razer,Blade 17,865.81,512,SSD,16,Intel i5-513,5,Usado,BestBuy,2020,Windows,,Desktop,4.7,2
1879,Razer,Blade 14,1862.68,2048,SSD,16,Intel i9-514,5,Nuevo,Walmart,2020,Linux,,Desktop,3.1,22
1880,Acer,Predator,495.97,1024,SSD,16,AMD Ryzen 7 1xxx,1,Usado,Frys,2016,Windows,11.2,Laptop,4.9,10
1881,Lenovo,ThinkBook,740.08,2048,SSD,32,Intel i5-262,2,Usado,Amazon,2017,Windows,26.4,Laptop,4.6,2
1882,Lenovo,Legion,725.7,512,SSD,16,AMD Ryzen 9 5xxx,5,Nuevo,BestBuy,2020,Linux,,Desktop,4.4,30
1883,MSI,Prestige,1760.98,1024,HDD,4,AMD Ryzen 5 8xxx,8,Nuevo,Newegg,2023,Linux,,Desktop,4.4,41
1884,Lenovo,ThinkPad,828.88,512,SSD,8,AMD Ryzen 9 6xxx,6,Usado,Target,2021,Windows,,Desktop,4.8,3
1885,LG,UltraFine,1447.23,512,HDD,8,AMD Ryzen 9 3xxx,3,Nuevo,Frys,2018,Windows,12.0,All-in-One,3.4,50
1886,Asus,ProArt,957.3,1024,SSD,128,Intel i5-574,5,Nuevo,Target,2020,Windows,17.5,Laptop,4.9,22
1887,Apple,iMac,847.52,128,SSD,16,Intel i7-235,2,Nuevo,Amazon,2017,macOS,25.2,All-in-One,3.5,47
1888,Microsoft,Surface Laptop,1587.32,512,HDD,4,Intel i5-834,8,Nuevo,Target,2023,Windows,20.1,Laptop,4.6,0
1889,Samsung,Galaxy Book Flex,598.65,1024,SSD,16,AMD Ryzen 7 5xxx,5,Usado,Walmart,2020,macOS,,Desktop,3.7,1
1890,MSI,Prestige,1434.61,256,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Frys,2017,Linux,18.1,All-in-One,3.6,12
1891,LG,UltraFine,1170.65,512,HDD,16,AMD Ryzen 5 8xxx,8,Nuevo,Amazon,2023,Windows,,Desktop,3.3,40
1892,Microsoft,Surface Laptop,1810.02,512,SSD,16,AMD Ryzen 9 7xxx,7,Nuevo,Target,2022,Windows,,Desktop,3.2,48
1893,Microsoft,Surface Book,1300.39,512,SSD,8,Intel i7-251,2,Nuevo,Target,2017,Windows,17.3,Laptop,4.7,47
1894,MSI,Prestige,661.94,512,HDD,8,Intel i7-18,0,Usado,MicroCenter,2015,Windows,13.4,Laptop,3.8,1
1895,Apple,Mac Studio,1618.5,512,SSD,32,Intel i5-546,5,Nuevo,BestBuy,2020,macOS,13.4,Laptop,4.8,14
1896,Acer,Nitro,535.07,256,SSD,4,Intel i9-129,1,Nuevo,MicroCenter,2016,macOS,13.0,Laptop,3.2,38
1897,Dell,XPS 15,673.97,256,SSD,32,Intel i5-435,4,Usado,BestBuy,2019,macOS,23.6,Laptop,3.5,4
1898,LG,UltraFine,1700.03,1024,HDD,32,AMD Ryzen 5 7xxx,7,Nuevo,Amazon,2022,Linux,19.5,Laptop,3.4,39
1899,Samsung,Galaxy Book Flex,908.86,128,HDD,16,AMD Ryzen 7 8xxx,8,Nuevo,Newegg,2023,Sin SO,18.4,Laptop,4.5,27
1900,Lenovo,ThinkBook,864.4,4096,SSD,32,Intel i7-527,5,Nuevo,MicroCenter,2020,Windows,13.3,All-in-One,5.0,40
1901,HP,Pavilion,841.58,512,HDD,8,Intel i9-486,4,Nuevo,Newegg,2019,Windows,26.8,Laptop,3.7,35
1902,Toshiba,Portege,669.5,128,HDD,8,Intel i7-290,2,Nuevo,BestBuy,2017,Windows,26.5,Laptop,4.4,32
1903,MSI,Stealth,900.02,256,SSD,32,Intel i7-271,2,Nuevo,B&H,2017,Windows,23.4,Laptop,3.8,6
1904,LG,UltraFine,975.07,2048,HDD,16,AMD Ryzen 5 0xxx,0,Nuevo,Amazon,2015,Windows,15.4,Laptop,3.3,50
1905,Samsung,Galaxy Book Pro,1000.48,256,HDD,8,Intel i7-412,4,Nuevo,Amazon,2019,macOS,14.6,Laptop,3.6,37
1906,MSI,Raider,1962.46,128,SSD,16,Intel i7-628,6,Nuevo,MicroCenter,2021,Windows,16.8,Laptop,4.4,35
1907,Toshiba,Tecra,741.85,128,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,Newegg,2016,Windows,13.5,Laptop,3.4,27
1908,Lenovo,ThinkCentre,840.28,2048,SSD,8,AMD Ryzen 5 2xxx,2,Nuevo,Newegg,2017,Windows,,Desktop,3.1,28
1909,Apple,iMac,1167.11,256,SSD,16,Intel i5-750,7,Nuevo,Frys,2022,macOS,18.5,Laptop,3.5,29
1910,Apple,MacBook Pro,1037.85,512,SSD,16,Intel i9-617,6,Usado,Newegg,2021,macOS,,Desktop,3.3,3
1911,LG,UltraFine,1008.95,2048,SSD,16,Intel i9-821,8,Nuevo,Frys,2023,Windows,18.0,Laptop,4.4,13
1912,Samsung,Galaxy Book,928.28,512,SSD,32,Intel i9-397,3,Usado,BestBuy,2018,Linux,26.5,Laptop,,5
1913,Razer,Blade 17,1158.63,1024,HDD,128,Intel i9-335,3,Nuevo,Amazon,2018,Windows,15.9,Laptop,3.9,6
1914,HP,Pavilion,458.15,512,SSD,16,Intel i7-271,2,Usado,Walmart,2017,macOS,26.2,Laptop,,7
1915,Toshiba,Tecra,719.8,1024,SSD,16,AMD Ryzen 5 5xxx,5,Usado,Walmart,2020,Windows,,Desktop,3.4,7
1916,Lenovo,ThinkBook,880.68,512,SSD,16,Intel i7-672,6,Nuevo,Walmart,2021,Windows,12.2,Laptop,3.6,31
1917,Asus,ExpertBook,795.84,1024,SSD,64,Intel i7-122,1,Nuevo,Target,2016,macOS,,Desktop,4.2,0
1918,LG,UltraPC,382.51,128,HDD,8,AMD Ryzen 5 6xxx,6,Usado,MicroCenter,2021,Windows,,Desktop,3.5,10
1919,HP,Spectre,1343.04,128,SSD,16,AMD Ryzen 7 4xxx,4,Nuevo,MicroCenter,2019,macOS,,Desktop,,40
1920,LG,UltraFine,450.25,1024,HDD,16,Intel i7-159,1,Usado,Walmart,2016,Windows,11.6,Laptop,3.2,3
1921,Lenovo,IdeaPad,804.18,256,SSD,16,Intel i7-220,2,Nuevo,MicroCenter,2017,Linux,,Desktop,4.3,48
1922,LG,UltraPC,1609.21,256,SSD,16,AMD Ryzen 5 5xxx,5,Nuevo,B&H,2020,Windows,,Desktop,3.9,31
1923,Lenovo,ThinkBook,396.76,4096,SSD,8,Intel i9-268,2,Usado,Target,2017,macOS,23.1,Laptop,4.2,4
1924,Acer,Spin,1159.52,1024,SSD,16,Intel i9-624,6,Nuevo,Target,2021,Windows,,Desktop,,24
1925,Lenovo,Yoga,959.21,512,SSD,32,Intel i7-794,7,Nuevo,B&H,2022,Windows,,Desktop,4.2,37
1926,LG,UltraPC,1572.48,1024,SSD,8,Intel i7-740,7,Nuevo,BestBuy,2022,macOS,11.4,Laptop,3.9,10
1927,Samsung,Galaxy Book Flex,974.08,1024,SSD,8,Intel i9-79,0,Nuevo,MicroCenter,2015,Windows,18.1,Laptop,3.6,2
1928,MSI,Creator,1098.65,256,SSD,32,Intel i5-92,0,Nuevo,Amazon,2015,Windows,,Desktop,4.5,2
1929,Toshiba,Tecra,592.8,128,SSD,8,AMD Ryzen 9 0xxx,0,Nuevo,Target,2015,Windows,,Desktop,4.7,20
1930,Dell,XPS 13,901.83,2048,SSD,16,AMD Ryzen 7 2xxx,2,Nuevo,Target,2017,Windows,,Desktop,5.0,50
1931,Microsoft,Surface Book,630.3,2048,HDD,16,Intel i7-14,0,Usado,B&H,2015,Windows,,Desktop,4.5,5
1932,Dell,XPS 13,601.46,512,SSD,16,Intel i9-141,1,Nuevo,Amazon,2016,Windows,15.2,All-in-One,4.0,40
1933,MSI,Raider,1318.66,1024,SSD,8,AMD Ryzen 7 8xxx,8,Nuevo,Frys,2023,Linux,22.3,Laptop,4.2,21
1934,Apple,iMac,1129.58,512,SSD,32,Intel i7-296,2,Nuevo,Frys,2017,macOS,12.4,Laptop,4.4,43
1935,Dell,XPS 15,602.4,2048,SSD,8,Intel i7-246,2,Usado,MicroCenter,2017,Sin SO,22.8,Laptop,4.8,8
1936,Microsoft,Surface Book,869.85,1024,HDD,16,Intel i9-96,0,Nuevo,Target,2015,macOS,25.2,Laptop,3.5,31
1937,Apple,Mac mini,1208.37,512,SSD,16,Intel i5-801,8,Nuevo,Walmart,2023,macOS,24.5,Laptop,3.4,21
1938,LG,UltraPC,812.4,512,SSD,16,AMD Ryzen 7 0xxx,0,Usado,Walmart,2015,macOS,,Desktop,3.5,2
1939,Microsoft,Surface Book,1208.88,1024,SSD,128,Intel i9-871,8,Nuevo,B&H,2023,Sin SO,11.4,Laptop,4.9,2
1940,MSI,Prestige,540.08,512,SSD,8,Intel i5-626,6,Usado,BestBuy,2021,Linux,,Desktop,4.2,7
1941,Lenovo,Yoga,478.07,256,SSD,8,AMD Ryzen 5 0xxx,0,Usado,Walmart,2015,Windows,20.5,Laptop,3.6,1
1942,HP,ZBook,876.45,256,SSD,16,AMD Ryzen 5 7xxx,7,Nuevo,B&H,2022,Windows,14.2,Laptop,4.1,44
1943,Apple,Mac Pro,1878.73,2048,SSD,32,Intel i5-672,6,Nuevo,Walmart,2021,macOS,11.9,All-in-One,3.6,18
1944,Toshiba,Tecra,904.2,1024,SSD,16,AMD Ryzen 9 3xxx,3,Nuevo,Newegg,2018,Windows,,Desktop,3.7,33
1945,Dell,Inspiron,946.86,2048,HDD,16,AMD Ryzen 7 1xxx,1,Nuevo,Newegg,2016,Windows,,Desktop,,21
1946,HP,Pavilion,1139.62,1024,SSD,16,AMD Ryzen 7 5xxx,5,Nuevo,BestBuy,2020,Windows,13.0,All-in-One,4.5,39
1947,Acer,Aspire,929.69,256,SSD,4,Intel i7-465,4,Nuevo,MicroCenter,2019,Windows,22.4,Laptop,3.1,36
1948,HP,ZBook,348.27,2048,HDD,32,Intel i7-444,4,Usado,B&H,2019,Windows,,Desktop,3.7,6
1949,Razer,Blade 14,956.49,512,SSD,8,Intel i7-80,0,Usado,Frys,2015,Linux,20.2,Laptop,3.6,2
1950,HP,Envy,770.6,1024,HDD,16,Intel i5-863,8,Usado,BestBuy,2023,macOS,,Desktop,4.2,5
1951,Razer,Blade 17,1806.02,1024,SSD,16,AMD Ryzen 9 6xxx,6,Nuevo,B&H,2021,macOS,,Desktop,3.3,23
1952,Samsung,Galaxy Book,1071.86,512,HDD,16,AMD Ryzen 7 5xxx,5,Usado,Amazon,2020,macOS,26.8,All-in-One,4.4,7
1953,Acer,Nitro,712.5,1024,HDD,8,Intel i9-106,1,Usado,BestBuy,2016,Windows,16.4,All-in-One,3.6,6
1954,Samsung,Galaxy Book Pro,1196.11,512,SSD,64,AMD Ryzen 7 5xxx,5,Usado,Frys,2020,macOS,,Desktop,4.0,9
1955,Samsung,Galaxy Book Pro,505.2,128,SSD,16,AMD Ryzen 5 0xxx,0,Usado,Frys,2015,Windows,21.9,All-in-One,4.5,2
1956,LG,UltraFine,1415.67,512,SSD,16,Intel i5-708,7,Nuevo,Target,2022,Windows,26.4,Laptop,4.0,22
1957,LG,UltraFine,1333.77,512,SSD,8,AMD Ryzen 5 0xxx,0,Nuevo,B&H,2015,macOS,13.6,Laptop,3.1,45
1958,Lenovo,ThinkBook,583.55,512,HDD,32,Intel i5-369,3,Usado,Frys,2018,Windows,26.9,All-in-One,,9
1959,Samsung,Galaxy Book,880.47,128,SSD,16,Intel i5-895,8,Certificado,MicroCenter,2023,Linux,,Desktop,4.1,5
1960,Razer,Blade 14,750.84,256,HDD,16,Intel i7-203,2,Usado,MicroCenter,2017,Windows,23.3,Laptop,4.5,10
1961,Microsoft,Surface Book,578.45,128,SSD,16,Intel i7-334,3,Usado,Newegg,2018,Windows,21.6,Laptop,4.9,7
1962,Samsung,Galaxy Book,507.93,512,SSD,8,Intel i5-519,5,Usado,Target,2020,macOS,11.2,Laptop,4.1,7
1963,Asus,ExpertBook,854.14,1024,HDD,32,Intel i9-623,6,Nuevo,Newegg,2021,Windows,,Desktop,4.5,40
1964,LG,Gram,1086.32,256,HDD,16,AMD Ryzen 9 4xxx,4,Nuevo,MicroCenter,2019,Windows,22.4,Laptop,3.8,19
1965,Toshiba,Portege,752.55,2048,SSD,8,AMD Ryzen 7 5xxx,5,Nuevo,Frys,2020,macOS,,Desktop,4.6,23
1966,MSI,Creator,1642.0,2048,SSD,32,AMD Ryzen 7 6xxx,6,Nuevo,Frys,2021,macOS,15.1,Laptop,3.4,26
1967,Lenovo,Yoga,688.05,256,SSD,8,AMD Ryzen 7 7xxx,7,Nuevo,Newegg,2022,Windows,12.4,Laptop,3.9,16
1968,MSI,Stealth,1112.5,128,SSD,16,Intel i9-584,5,Nuevo,BestBuy,2020,macOS,21.0,Laptop,3.6,35
1969,Acer,Predator,645.78,256,HDD,8,Intel i7-854,8,Nuevo,Target,2023,macOS,24.7,Laptop,4.4,3
1970,Asus,VivoBook,644.52,512,SSD,16,Intel i5-394,3,Nuevo,Frys,2018,Windows,13.0,Laptop,,17
1971,Acer,Swift,455.89,512,SSD,8,AMD Ryzen 5 4xxx,4,Usado,B&H,2019,Windows,26.3,Laptop,3.4,9
1972,Lenovo,ThinkPad,1219.4,512,SSD,16,AMD Ryzen 5 4xxx,4,Nuevo,BestBuy,2019,Windows,23.0,Laptop,5.0,6
1973,Microsoft,Surface Book,764.15,256,SSD,8,Intel i5-436,4,Usado,Walmart,2019,Windows,15.5,Laptop,3.4,7
1974,Microsoft,Surface Studio,1618.32,256,HDD,16,AMD Ryzen 9 6xxx,6,Nuevo,BestBuy,2021,Windows,18.3,Laptop,3.3,29
1975,HP,Spectre,616.58,256,SSD,8,AMD Ryzen 7 3xxx,3,Usado,Target,2018,Windows,20.3,Laptop,4.9,2
1976,HP,Spectre,810.62,2048,SSD,32,Intel i7-824,8,Nuevo,Walmart,2023,macOS,11.3,All-in-One,3.5,18
1977,Toshiba,Portege,574.24,512,HDD,16,AMD Ryzen 5 5xxx,5,Usado,Amazon,2020,macOS,13.4,Laptop,4.4,7
1978,Toshiba,Portege,825.19,1024,SSD,8,AMD Ryzen 5 5xxx,5,Nuevo,Amazon,2020,Windows,19.1,Laptop,3.2,38
1979,Lenovo,Yoga,849.77,256,SSD,8,AMD Ryzen 7 4xxx,4,Nuevo,Frys,2019,macOS,15.8,Laptop,4.7,0
1980,Samsung,Galaxy Book Flex,409.68,512,SSD,16,AMD Ryzen 7 4xxx,4,Usado,BestBuy,2019,macOS,,Desktop,3.2,3
1981,Acer,ConceptD,752.09,1024,SSD,32,Intel i9-295,2,Nuevo,Frys,2017,Windows,,Desktop,3.7,33
1982,Dell,Alienware,1229.93,512,HDD,64,AMD Ryzen 9 6xxx,6,Nuevo,Walmart,2021,Windows,,Desktop,4.4,46
1983,Acer,Spin,829.94,512,HDD,16,Intel i5-148,1,Nuevo,MicroCenter,2016,Windows,20.6,Laptop,4.4,2
1984,Microsoft,Surface Studio,1137.86,4096,SSD,8,Intel i7-402,4,Usado,Frys,2019,Linux,24.8,All-in-One,,5
1985,Microsoft,Surface Pro,510.49,256,SSD,8,AMD Ryzen 9 0xxx,0,Usado,Newegg,2015,Windows,,Desktop,4.7,7
1986,Toshiba,Satellite,662.28,2048,SSD,4,Intel i5-155,1,Nuevo,BestBuy,2016,Windows,15.5,Laptop,4.6,4
1987,LG,UltraPC,664.53,256,SSD,16,Intel i7-85,0,Nuevo,Frys,2015,Windows,18.9,Laptop,,17
1988,LG,UltraFine,979.79,256,SSD,8,AMD Ryzen 9 7xxx,7,Nuevo,Target,2022,Windows,18.9,Laptop,3.6,38
1989,Acer,Swift,431.51,512,SSD,32,Intel i7-151,1,Usado,Walmart,2016,Linux,,Desktop,4.5,8
1990,Asus,ProArt,1204.76,512,HDD,8,Intel i9-834,8,Nuevo,Target,2023,Windows,19.7,Laptop,4.5,31
1991,Toshiba,Tecra,374.25,512,HDD,32,Intel i9-485,4,Usado,B&H,2019,macOS,19.6,Laptop,4.2,10
1992,MSI,Stealth,873.55,512,HDD,8,AMD Ryzen 9 2xxx,2,Usado,Amazon,2017,Windows,,Desktop,3.2,7
1993,Samsung,Galaxy Book Flex,848.11,128,SSD,8,Intel i9-327,3,Nuevo,BestBuy,2018,Windows,13.1,Laptop,4.4,30
1994,Acer,Nitro,663.73,512,HDD,8,Intel i9-362,3,Nuevo,MicroCenter,2018,Windows,14.0,Laptop,4.2,42
1995,Samsung,Galaxy Book,1321.19,256,SSD,32,AMD Ryzen 5 4xxx,4,Nuevo,Amazon,2019,Windows,17.9,Laptop,3.0,15
1996,Samsung,Galaxy Book Flex,732.36,1024,SSD,8,AMD Ryzen 7 4xxx,4,Usado,Frys,2019,macOS,,Desktop,3.9,4
1997,Dell,XPS 15,833.53,256,HDD,32,AMD Ryzen 9 4xxx,4,Nuevo,B&H,2019,Windows,20.4,Laptop,3.9,3
1998,Samsung,Galaxy Book Pro,477.64,1024,SSD,16,Intel i5-878,8,Usado,MicroCenter,2023,Windows,17.5,Laptop,4.7,8
1999,Apple,Mac Studio,1331.94,512,SSD,16,Intel i7-834,8,Nuevo,Amazon,2023,macOS,22.5,Laptop,,9
2000,MSI,Creator,1347.68,256,SSD,8,Intel i5-767,7,Nuevo,Amazon,2022,Windows,,Desktop,4.2,39
2001,LG,Gram,1130.4,512,SSD,64,AMD Ryzen 9 3xxx,3,Usado,MicroCenter,2018,macOS,,Desktop,,2
2002,Acer,ConceptD,590.37,512,SSD,16,Intel i7-736,7,Nuevo,Newegg,2022,Windows,26.1,Laptop,3.6,10
2003,Apple,MacBook Pro,1431.21,256,SSD,16,AMD Ryzen 9 1xxx,1,Nuevo,Walmart,2016,macOS,11.1,Laptop,3.2,28
2004,Lenovo,ThinkBook,740.88,2048,SSD,32,Intel i7-460,4,Nuevo,BestBuy,2019,macOS,11.8,Laptop,4.9,33
2005,Dell,XPS 13,555.91,256,HDD,8,Intel i5-794,7,Usado,Newegg,2022,Windows,15.7,Laptop,3.7,2
2006,Microsoft,Surface Laptop,1178.7,128,SSD,32,AMD Ryzen 5 5xxx,5,Nuevo,Walmart,2020,macOS,16.8,Laptop,3.3,21
2007,Samsung,Galaxy Book,1511.04,2048,SSD,16,Intel i9-547,5,Nuevo,Frys,2020,Windows,22.3,Laptop,4.6,37
2008,HP,Envy,698.61,256,HDD,16,Intel i7-164,1,Usado,Amazon,2016,Windows,23.0,Laptop,4.0,6
2009,Toshiba,Portege,1014.19,512,HDD,8,AMD Ryzen 5 6xxx,6,Nuevo,Amazon,2021,macOS,,Desktop,,28
2010,Asus,ZenBook,348.57,1024,SSD,64,Intel i9-250,2,Usado,Target,2017,Windows,12.2,Laptop,3.9,10
